MB (UR),2-digit level  MTWP Method of Travel to Work,Count
40244312000,Other Mode,0
40244312000,Total,0
40244320000,Motorbike/scooter,0
40244320000,"Car, as driver",5
40244320000,"Car, as passenger",0
40244320000,Bicycle,0
40244320000,Walked only,4
40244320000,Train,0
40244320000,Bus,0
40244320000,Taxi/ride-share service,0
40244320000,Other Mode,0
40244320000,Total,12
40244331000,Motorbike/scooter,0
40244331000,"Car, as driver",0
40244331000,"Car, as passenger",0
40244331000,Bicycle,0
40244331000,Walked only,0
40244331000,Train,0
40244331000,Bus,0
40244331000,Taxi/ride-share service,0
40244331000,Other Mode,0
40244331000,Total,0
40244332000,Motorbike/scooter,0
40244332000,"Car, as driver",0
40244332000,"Car, as passenger",0
40244332000,Bicycle,0
40244332000,Walked only,0
40244332000,Train,0
40244332000,Bus,0
40244332000,Taxi/ride-share service,0
40244332000,Other Mode,0
40244332000,Total,0
40244340000,Motorbike/scooter,0
40244340000,"Car, as driver",0
40244340000,"Car, as passenger",0
40244340000,Bicycle,0
40244340000,Walked only,0
40244340000,Train,0
40244340000,Bus,0
40244340000,Taxi/ride-share service,0
40244340000,Other Mode,0
40244340000,Total,0
40244350000,Motorbike/scooter,0
40244350000,"Car, as driver",0
40244350000,"Car, as passenger",0
40244350000,Bicycle,0
40244350000,Walked only,0
40244350000,Train,0
40244350000,Bus,0
40244350000,Taxi/ride-share service,0
40244350000,Other Mode,0
40244350000,Total,0
40244360000,Motorbike/scooter,0
40244360000,"Car, as driver",0
40244360000,"Car, as passenger",0
40244360000,Bicycle,0
40244360000,Walked only,0
40244360000,Train,0
40244360000,Bus,0
40244360000,Taxi/ride-share service,0
40244360000,Other Mode,0
40244360000,Total,0
40244370000,Motorbike/scooter,0
40244370000,"Car, as driver",0
40244370000,"Car, as passenger",0
40244370000,Bicycle,0
40244370000,Walked only,0
40244370000,Train,0
40244370000,Bus,0
40244370000,Taxi/ride-share service,0
40244370000,Other Mode,0
40244370000,Total,0
40244380000,Motorbike/scooter,0
40244380000,"Car, as driver",0
40244380000,"Car, as passenger",0
40244380000,Bicycle,0
40244380000,Walked only,0
40244380000,Train,0
40244380000,Bus,0
40244380000,Taxi/ride-share service,0
40244380000,Other Mode,0
40244380000,Total,6
40244390000,Motorbike/scooter,0
40244390000,"Car, as driver",4
40244390000,"Car, as passenger",0
40244390000,Bicycle,0
40244390000,Walked only,0
40244390000,Train,0
40244390000,Bus,0
40244390000,Taxi/ride-share service,0
40244390000,Other Mode,0
40244390000,Total,3
40244400000,Motorbike/scooter,0
40244400000,"Car, as driver",0
40244400000,"Car, as passenger",0
40244400000,Bicycle,0
40244400000,Walked only,0
40244400000,Train,0
40244400000,Bus,0
40244400000,Taxi/ride-share service,0
40244400000,Other Mode,0
40244400000,Total,0
40244410000,Motorbike/scooter,0
40244410000,"Car, as driver",0
40244410000,"Car, as passenger",0
40244410000,Bicycle,0
40244410000,Walked only,0
40244410000,Train,0
40244410000,Bus,0
40244410000,Taxi/ride-share service,0
40244410000,Other Mode,0
40244410000,Total,6
40244420000,Motorbike/scooter,0
40244420000,"Car, as driver",0
40244420000,"Car, as passenger",0
40244420000,Bicycle,0
40244420000,Walked only,0
40244420000,Train,0
40244420000,Bus,0
40244420000,Taxi/ride-share service,0
40244420000,Other Mode,0
40244420000,Total,0
40244430000,Motorbike/scooter,0
40244430000,"Car, as driver",0
40244430000,"Car, as passenger",0
40244430000,Bicycle,0
40244430000,Walked only,0
40244430000,Train,0
40244430000,Bus,0
40244430000,Taxi/ride-share service,0
40244430000,Other Mode,0
40244430000,Total,0
40244440000,Motorbike/scooter,0
40244440000,"Car, as driver",0
40244440000,"Car, as passenger",0
40244440000,Bicycle,0
40244440000,Walked only,0
40244440000,Train,0
40244440000,Bus,0
40244440000,Taxi/ride-share service,0
40244440000,Other Mode,0
40244440000,Total,0
40244450000,Motorbike/scooter,0
40244450000,"Car, as driver",26
40244450000,"Car, as passenger",7
40244450000,Bicycle,0
40244450000,Walked only,31
40244450000,Train,4
40244450000,Bus,5
40244450000,Taxi/ride-share service,5
40244450000,Other Mode,0
40244450000,Total,72
40244461000,Motorbike/scooter,0
40244461000,"Car, as driver",0
40244461000,"Car, as passenger",0
40244461000,Bicycle,0
40244461000,Walked only,0
40244461000,Train,0
40244461000,Bus,0
40244461000,Taxi/ride-share service,0
40244461000,Other Mode,0
40244461000,Total,0
40244462000,Motorbike/scooter,0
40244462000,"Car, as driver",0
40244462000,"Car, as passenger",0
40244462000,Bicycle,0
40244462000,Walked only,0
40244462000,Train,0
40244462000,Bus,0
40244462000,Taxi/ride-share service,0
40244462000,Other Mode,0
40244462000,Total,0
40244470000,Motorbike/scooter,0
40244470000,"Car, as driver",4
40244470000,"Car, as passenger",0
40244470000,Bicycle,3
40244470000,Walked only,21
40244470000,Train,4
40244470000,Bus,14
40244470000,Taxi/ride-share service,0
40244470000,Other Mode,3
40244470000,Total,47
40244481000,Motorbike/scooter,0
40244481000,"Car, as driver",0
40244481000,"Car, as passenger",0
40244481000,Bicycle,0
40244481000,Walked only,0
40244481000,Train,0
40244481000,Bus,0
40244481000,Taxi/ride-share service,0
40244481000,Other Mode,0
40244481000,Total,0
40244482000,Motorbike/scooter,0
40244482000,"Car, as driver",0
40244482000,"Car, as passenger",0
40244482000,Bicycle,0
40244482000,Walked only,0
40244482000,Train,0
40244482000,Bus,0
40244482000,Taxi/ride-share service,0
40244482000,Other Mode,0
40244482000,Total,0
40244500000,Motorbike/scooter,0
40244500000,"Car, as driver",0
40244500000,"Car, as passenger",0
40244500000,Bicycle,0
40244500000,Walked only,0
40244500000,Train,0
40244500000,Bus,0
40244500000,Taxi/ride-share service,0
40244500000,Other Mode,0
40244500000,Total,3
40244510000,Motorbike/scooter,0
40244510000,"Car, as driver",0
40244510000,"Car, as passenger",0
40244510000,Bicycle,0
40244510000,Walked only,0
40244510000,Train,0
40244510000,Bus,0
40244510000,Taxi/ride-share service,0
40244510000,Other Mode,0
40244510000,Total,0
40244520000,Motorbike/scooter,0
40244520000,"Car, as driver",0
40244520000,"Car, as passenger",0
40244520000,Bicycle,0
40244520000,Walked only,0
40244520000,Train,0
40244520000,Bus,0
40244520000,Taxi/ride-share service,0
40244520000,Other Mode,0
40244520000,Total,7
40244530000,Motorbike/scooter,0
40244530000,"Car, as driver",0
40244530000,"Car, as passenger",0
40244530000,Bicycle,0
40244530000,Walked only,0
40244530000,Train,0
40244530000,Bus,0
40244530000,Taxi/ride-share service,0
40244530000,Other Mode,0
40244530000,Total,0
40244541000,Motorbike/scooter,0
40244541000,"Car, as driver",0
40244541000,"Car, as passenger",0
40244541000,Bicycle,0
40244541000,Walked only,0
40244541000,Train,0
40244541000,Bus,0
40244541000,Taxi/ride-share service,0
40244541000,Other Mode,0
40244541000,Total,0
40244542000,Motorbike/scooter,0
40244542000,"Car, as driver",0
40244542000,"Car, as passenger",0
40244542000,Bicycle,0
40244542000,Walked only,0
40244542000,Train,0
40244542000,Bus,0
40244542000,Taxi/ride-share service,0
40244542000,Other Mode,0
40244542000,Total,0
40244550000,Motorbike/scooter,0
40244550000,"Car, as driver",8
40244550000,"Car, as passenger",0
40244550000,Bicycle,0
40244550000,Walked only,4
40244550000,Train,0
40244550000,Bus,0
40244550000,Taxi/ride-share service,0
40244550000,Other Mode,0
40244550000,Total,10
40244560000,Motorbike/scooter,0
40244560000,"Car, as driver",0
40244560000,"Car, as passenger",0
40244560000,Bicycle,0
40244560000,Walked only,0
40244560000,Train,0
40244560000,Bus,0
40244560000,Taxi/ride-share service,0
40244560000,Other Mode,0
40244560000,Total,0
40244570000,Motorbike/scooter,0
40244570000,"Car, as driver",5
40244570000,"Car, as passenger",0
40244570000,Bicycle,0
40244570000,Walked only,0
40244570000,Train,0
40244570000,Bus,0
40244570000,Taxi/ride-share service,0
40244570000,Other Mode,0
40244570000,Total,5
40414710000,Motorbike/scooter,0
40414710000,"Car, as driver",0
40414710000,"Car, as passenger",0
40414710000,Bicycle,0
40414710000,Walked only,0
40414710000,Train,0
40414710000,Bus,0
40414710000,Taxi/ride-share service,0
40414710000,Other Mode,0
40414710000,Total,0
40414740000,Motorbike/scooter,0
40414740000,"Car, as driver",0
40414740000,"Car, as passenger",0
40414740000,Bicycle,0
40414740000,Walked only,0
40414740000,Train,0
40414740000,Bus,0
40414740000,Taxi/ride-share service,0
40414740000,Other Mode,0
40414740000,Total,0
40414750000,Motorbike/scooter,0
40414750000,"Car, as driver",0
40414750000,"Car, as passenger",0
40414750000,Bicycle,0
40414750000,Walked only,0
40414750000,Train,0
40414750000,Bus,0
40414750000,Taxi/ride-share service,0
40414750000,Other Mode,0
40414750000,Total,0
40414760000,Motorbike/scooter,0
40414760000,"Car, as driver",0
40414760000,"Car, as passenger",0
40414760000,Bicycle,0
40414760000,Walked only,0
40414760000,Train,0
40414760000,Bus,0
40414760000,Taxi/ride-share service,0
40414760000,Other Mode,0
40414760000,Total,0
40414770000,Motorbike/scooter,0
40414770000,"Car, as driver",0
40414770000,"Car, as passenger",0
40414770000,Bicycle,0
40414770000,Walked only,0
40414770000,Train,0
40414770000,Bus,0
40414770000,Taxi/ride-share service,0
40414770000,Other Mode,0
40414770000,Total,0
40414780000,Motorbike/scooter,0
40414780000,"Car, as driver",0
40414780000,"Car, as passenger",0
40414780000,Bicycle,0
40414780000,Walked only,0
40414780000,Train,0
40414780000,Bus,0
40414780000,Taxi/ride-share service,0
40414780000,Other Mode,0
40414780000,Total,0
40414790000,Motorbike/scooter,0
40414790000,"Car, as driver",0
40414790000,"Car, as passenger",0
40414790000,Bicycle,0
40414790000,Walked only,0
40414790000,Train,0
40414790000,Bus,0
40414790000,Taxi/ride-share service,0
40414790000,Other Mode,0
40414790000,Total,0
40414810000,Motorbike/scooter,0
40414810000,"Car, as driver",0
40414810000,"Car, as passenger",0
40414810000,Bicycle,0
40414810000,Walked only,0
40414810000,Train,0
40414810000,Bus,0
40414810000,Taxi/ride-share service,0
40414810000,Other Mode,0
40414810000,Total,0
40414820000,Motorbike/scooter,0
40414820000,"Car, as driver",0
40414820000,"Car, as passenger",0
40414820000,Bicycle,0
40414820000,Walked only,0
40414820000,Train,0
40414820000,Bus,0
40414820000,Taxi/ride-share service,0
40414820000,Other Mode,0
40414820000,Total,0
40414830000,Motorbike/scooter,0
40414830000,"Car, as driver",0
40414830000,"Car, as passenger",0
40414830000,Bicycle,0
40414830000,Walked only,0
40414830000,Train,0
40414830000,Bus,0
40414830000,Taxi/ride-share service,0
40414830000,Other Mode,0
40414830000,Total,0
40414840000,Motorbike/scooter,0
40414840000,"Car, as driver",0
40414840000,"Car, as passenger",0
40414840000,Bicycle,0
40414840000,Walked only,0
40414840000,Train,0
40414840000,Bus,0
40414840000,Taxi/ride-share service,0
40414840000,Other Mode,0
40414840000,Total,0
40414850000,Motorbike/scooter,0
40414850000,"Car, as driver",0
40414850000,"Car, as passenger",0
40414850000,Bicycle,0
40414850000,Walked only,0
40414850000,Train,0
40414850000,Bus,0
40414850000,Taxi/ride-share service,0
40414850000,Other Mode,0
40414850000,Total,0
40414860000,Motorbike/scooter,0
40414860000,"Car, as driver",0
40414860000,"Car, as passenger",0
40414860000,Bicycle,0
40414860000,Walked only,0
40414860000,Train,0
40414860000,Bus,0
40414860000,Taxi/ride-share service,0
40414860000,Other Mode,0
40414860000,Total,0
40414870000,Motorbike/scooter,0
40414870000,"Car, as driver",0
40414870000,"Car, as passenger",0
40414870000,Bicycle,0
40414870000,Walked only,0
40414870000,Train,0
40414870000,Bus,0
40414870000,Taxi/ride-share service,0
40414870000,Other Mode,0
40414870000,Total,0
40414880000,Motorbike/scooter,0
40414880000,"Car, as driver",0
40414880000,"Car, as passenger",0
40414880000,Bicycle,0
40414880000,Walked only,0
40414880000,Train,0
40414880000,Bus,0
40414880000,Taxi/ride-share service,0
40414880000,Other Mode,0
40414880000,Total,0
40414890000,Motorbike/scooter,0
40414890000,"Car, as driver",0
40414890000,"Car, as passenger",0
40414890000,Bicycle,0
40414890000,Walked only,0
40414890000,Train,0
40414890000,Bus,0
40414890000,Taxi/ride-share service,0
40414890000,Other Mode,0
40414890000,Total,0
40414920000,Motorbike/scooter,0
40414920000,"Car, as driver",0
40414920000,"Car, as passenger",0
40414920000,Bicycle,0
40414920000,Walked only,0
40414920000,Train,0
40414920000,Bus,0
40414920000,Taxi/ride-share service,0
40414920000,Other Mode,0
40414920000,Total,0
40414930000,Motorbike/scooter,0
40414930000,"Car, as driver",0
40414930000,"Car, as passenger",0
40414930000,Bicycle,0
40414930000,Walked only,0
40414930000,Train,0
40414930000,Bus,0
40414930000,Taxi/ride-share service,0
40414930000,Other Mode,0
40414930000,Total,0
40414960000,Motorbike/scooter,0
40414960000,"Car, as driver",0
40414960000,"Car, as passenger",0
40414960000,Bicycle,0
40414960000,Walked only,0
40414960000,Train,0
40414960000,Bus,0
40414960000,Taxi/ride-share service,0
40414960000,Other Mode,0
40414960000,Total,0
40414970000,Motorbike/scooter,0
40414970000,"Car, as driver",0
40414970000,"Car, as passenger",0
40414970000,Bicycle,0
40414970000,Walked only,0
40414970000,Train,0
40414970000,Bus,0
40414970000,Taxi/ride-share service,0
40414970000,Other Mode,0
40414970000,Total,0
40414980000,Motorbike/scooter,0
40414980000,"Car, as driver",0
40414980000,"Car, as passenger",0
40414980000,Bicycle,0
40414980000,Walked only,0
40414980000,Train,0
40414980000,Bus,0
40414980000,Taxi/ride-share service,0
40414980000,Other Mode,0
40414980000,Total,0
40414990000,Motorbike/scooter,0
40414990000,"Car, as driver",0
40414990000,"Car, as passenger",0
40414990000,Bicycle,0
40414990000,Walked only,0
40414990000,Train,0
40414990000,Bus,0
40414990000,Taxi/ride-share service,0
40414990000,Other Mode,0
40414990000,Total,0
40415100000,Motorbike/scooter,0
40415100000,"Car, as driver",0
40415100000,"Car, as passenger",0
40415100000,Bicycle,0
40415100000,Walked only,0
40415100000,Train,0
40415100000,Bus,0
40415100000,Taxi/ride-share service,0
40415100000,Other Mode,0
40415100000,Total,0
40415110000,Motorbike/scooter,0
40415110000,"Car, as driver",0
40415110000,"Car, as passenger",0
40415110000,Bicycle,0
40415110000,Walked only,0
40415110000,Train,0
40415110000,Bus,0
40415110000,Taxi/ride-share service,0
40415110000,Other Mode,0
40415110000,Total,0
40415250000,Motorbike/scooter,0
40415250000,"Car, as driver",0
40415250000,"Car, as passenger",0
40415250000,Bicycle,0
40415250000,Walked only,0
40415250000,Train,0
40415250000,Bus,0
40415250000,Taxi/ride-share service,0
40415250000,Other Mode,0
40415250000,Total,0
40415260000,Motorbike/scooter,0
40415260000,"Car, as driver",0
40415260000,"Car, as passenger",0
40415260000,Bicycle,0
40415260000,Walked only,0
40415260000,Train,0
40415260000,Bus,0
40415260000,Taxi/ride-share service,0
40415260000,Other Mode,0
40415260000,Total,0
40415270000,Motorbike/scooter,0
40415270000,"Car, as driver",0
40415270000,"Car, as passenger",0
40415270000,Bicycle,0
40415270000,Walked only,0
40415270000,Train,0
40415270000,Bus,0
40415270000,Taxi/ride-share service,0
40415270000,Other Mode,0
40415270000,Total,0
40415280000,Motorbike/scooter,0
40415280000,"Car, as driver",0
40415280000,"Car, as passenger",0
40415280000,Bicycle,0
40415280000,Walked only,0
40415280000,Train,0
40415280000,Bus,0
40415280000,Taxi/ride-share service,0
40415280000,Other Mode,0
40415280000,Total,0
40415290000,Motorbike/scooter,0
40415290000,"Car, as driver",0
40415290000,"Car, as passenger",0
40415290000,Bicycle,0
40415290000,Walked only,0
40415290000,Train,0
40415290000,Bus,0
40415290000,Taxi/ride-share service,0
40415290000,Other Mode,0
40415290000,Total,0
40415300000,Motorbike/scooter,0
40415300000,"Car, as driver",0
40415300000,"Car, as passenger",0
40415300000,Bicycle,0
40415300000,Walked only,0
40415300000,Train,0
40415300000,Bus,0
40415300000,Taxi/ride-share service,0
40415300000,Other Mode,0
40415300000,Total,0
40415310000,Motorbike/scooter,0
40415310000,"Car, as driver",0
40415310000,"Car, as passenger",0
40415310000,Bicycle,0
40415310000,Walked only,0
40415310000,Train,0
40415310000,Bus,0
40415310000,Taxi/ride-share service,0
40415310000,Other Mode,0
40415310000,Total,0
40415320000,Motorbike/scooter,0
40415320000,"Car, as driver",0
40415320000,"Car, as passenger",0
40415320000,Bicycle,0
40415320000,Walked only,0
40415320000,Train,0
40415320000,Bus,0
40415320000,Taxi/ride-share service,0
40415320000,Other Mode,0
40415320000,Total,0
40415330000,Motorbike/scooter,0
40415330000,"Car, as driver",0
40415330000,"Car, as passenger",0
40415330000,Bicycle,0
40415330000,Walked only,0
40415330000,Train,0
40415330000,Bus,0
40415330000,Taxi/ride-share service,0
40415330000,Other Mode,0
40415330000,Total,0
40415340000,Motorbike/scooter,0
40415340000,"Car, as driver",0
40415340000,"Car, as passenger",0
40415340000,Bicycle,0
40415340000,Walked only,0
40415340000,Train,0
40415340000,Bus,0
40415340000,Taxi/ride-share service,0
40415340000,Other Mode,0
40415340000,Total,0
40415350000,Motorbike/scooter,0
40415350000,"Car, as driver",0
40415350000,"Car, as passenger",0
40415350000,Bicycle,0
40415350000,Walked only,0
40415350000,Train,0
40415350000,Bus,0
40415350000,Taxi/ride-share service,0
40415350000,Other Mode,0
40415350000,Total,0
40429500000,Motorbike/scooter,0
40429500000,"Car, as driver",3
40429500000,"Car, as passenger",0
40429500000,Bicycle,0
40429500000,Walked only,41
40429500000,Train,0
40429500000,Bus,16
40429500000,Taxi/ride-share service,0
40429500000,Other Mode,0
40429500000,Total,65
40429510000,Motorbike/scooter,0
40429510000,"Car, as driver",0
40429510000,"Car, as passenger",0
40429510000,Bicycle,0
40429510000,Walked only,0
40429510000,Train,0
40429510000,Bus,0
40429510000,Taxi/ride-share service,0
40429510000,Other Mode,0
40429510000,Total,0
40429600000,Motorbike/scooter,0
40429600000,"Car, as driver",0
40429600000,"Car, as passenger",0
40429600000,Bicycle,0
40429600000,Walked only,0
40429600000,Train,0
40429600000,Bus,0
40429600000,Taxi/ride-share service,0
40429600000,Other Mode,0
40429600000,Total,0
44321000000,Motorbike/scooter,0
44321000000,"Car, as driver",0
44321000000,"Car, as passenger",0
44321000000,Bicycle,0
44321000000,Walked only,0
44321000000,Train,0
44321000000,Bus,3
44321000000,Taxi/ride-share service,0
44321000000,Other Mode,0
44321000000,Total,9
44321600000,Motorbike/scooter,0
44321600000,"Car, as driver",12
44321600000,"Car, as passenger",0
44321600000,Bicycle,0
44321600000,Walked only,23
44321600000,Train,0
44321600000,Bus,6
44321600000,Taxi/ride-share service,0
44321600000,Other Mode,0
44321600000,Total,39
Total,Motorbike/scooter,95
Total,"Car, as driver",4005
Total,"Car, as passenger",417
Total,Bicycle,358
Total,Walked only,3040
Total,Train,106
Total,Bus,1197
Total,Taxi/ride-share service,125
Total,Other Mode,88
Total,Total,9433
,,
,,
,,
Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells.,,
